122	4
15	15	16	15
0	0	0	0	0	3	2	3	4
10	0	3	0	0	3	5	13	93
4	0	3	0	0	1	112
5	0	0	0	9	3	37	51	55
2	0	7	0	0	3	6	8	57
10	0	0	0	1	3	7	9	16
5	0	7	0	0	1	15
7	0	10	0	0	3	12	20	22
10	0	1	0	0	3	10	11	17
2	0	5	0	0	3	21	24	84
7	0	0	6	0	1	101
2	0	7	0	0	3	18	71	72
1	0	7	0	0	3	14	27	30
7	1	0	0	0	1	19
8	0	0	9	0	1	39
7	0	0	0	10	1	59
2	0	0	0	8	2	34	50
4	0	9	0	0	3	25	26	28
1	1	0	0	0	1	81
9	0	0	0	2	3	32	44	91
10	0	0	0	9	2	61	63
9	3	0	0	0	3	23	36	59
6	4	0	0	0	1	102
6	0	0	0	5	1	29
10	0	0	0	3	3	35	60	89
3	0	0	0	3	3	31	83	116
10	0	0	4	0	1	47
1	10	0	0	0	2	39	41
4	0	0	4	0	1	51
10	8	0	0	0	1	69
9	0	3	0	0	1	43
6	0	0	2	0	3	33	40	107
4	0	0	9	0	1	101
7	4	0	0	0	1	54
7	10	0	0	0	3	38	45	90
5	6	0	0	0	3	46	48	69
5	8	0	0	0	3	49	76	94
10	0	0	0	1	1	55
7	0	0	4	0	1	42
8	0	0	0	7	1	82
10	0	0	0	3	1	100
5	0	0	0	10	1	67
8	0	8	0	0	1	88
7	1	0	0	0	1	100
4	0	0	8	0	3	66	73	103
5	0	0	6	0	3	52	62	114
1	2	0	0	0	2	58	77
7	0	0	7	0	1	91
1	8	0	0	0	3	54	56	80
10	0	1	0	0	1	67
10	6	0	0	0	1	64
5	0	0	0	7	2	53	74
4	4	0	0	0	2	65	108
2	0	0	0	9	1	70
5	5	0	0	0	2	115	117
8	4	0	0	0	1	75
7	0	0	0	8	2	61	81
9	0	0	0	4	1	115
3	0	0	0	5	2	79	111
8	0	0	9	0	1	86
1	0	0	7	0	1	87
10	0	0	5	0	1	83
2	3	0	0	0	1	65
7	3	0	0	0	1	104
9	6	0	0	0	1	101
10	0	3	0	0	1	78
2	2	0	0	0	3	68	82	97
2	0	0	0	3	2	92	102
4	3	0	0	0	1	115
5	9	0	0	0	1	109
1	0	10	0	0	1	99
2	5	0	0	0	2	78	119
6	0	5	0	0	2	88	96
1	4	0	0	0	1	97
9	0	9	0	0	2	78	96
2	2	0	0	0	1	77
7	0	9	0	0	1	98
4	0	0	10	0	1	84
5	0	0	0	7	1	109
3	6	0	0	0	1	85
7	0	1	0	0	1	96
8	9	0	0	0	2	86	105
8	0	0	10	0	1	89
5	0	5	0	0	1	100
1	3	0	0	0	2	86	110
9	0	0	4	0	1	113
3	0	0	0	3	1	110
2	0	0	9	0	1	91
9	0	10	0	0	1	106
9	0	6	0	0	1	92
7	9	0	0	0	1	114
5	0	0	4	0	2	108	110
6	0	0	0	1	1	102
6	0	10	0	0	1	95
1	0	0	0	3	1	113
10	2	0	0	0	1	120
8	0	1	0	0	1	106
5	0	0	0	4	1	118
2	9	0	0	0	1	111
4	0	0	10	0	1	112
2	0	0	0	10	1	118
2	0	0	1	0	1	107
6	0	0	9	0	1	113
7	0	0	0	4	1	105
9	6	0	0	0	1	106
8	0	9	0	0	1	117
2	0	5	0	0	1	120
7	0	4	0	0	1	111
5	0	10	0	0	1	116
9	0	0	0	6	1	117
5	0	0	0	7	1	116
7	0	0	0	3	1	121
1	1	0	0	0	1	114
2	0	6	0	0	1	121
4	0	6	0	0	1	118
5	0	0	0	9	1	121
1	0	0	0	1	1	119
2	0	8	0	0	1	120
6	0	0	6	0	1	122
5	0	0	10	0	1	122
7	10	0	0	0	1	122
0	0	0	0	0	0
