32	4
15	17	12	14
0	0	0	0	0	3	2	3	4
1	7	0	2	0	2	19	29
3	0	3	3	6	3	7	10	20
8	9	0	3	4	3	5	6	16
1	4	0	7	7	3	8	11	13
4	2	0	0	0	2	12	14
4	9	0	0	8	1	15
3	10	5	10	0	1	9
7	0	0	0	5	1	22
9	8	0	0	0	2	21	24
2	2	0	2	0	1	17
8	0	10	6	0	1	17
6	0	9	2	0	3	23	25	27
2	8	6	3	0	1	26
8	0	6	0	1	2	23	25
9	0	7	0	10	3	18	28	30
2	5	0	4	0	1	31
10	0	0	0	6	2	27	29
8	10	0	0	0	1	25
7	0	4	3	8	1	28
5	5	6	0	0	1	26
5	0	8	10	0	1	23
8	0	9	3	1	1	29
8	6	0	0	10	1	30
1	3	0	1	5	1	26
10	8	0	0	0	1	28
5	6	0	0	4	1	31
10	4	7	3	10	1	31
3	0	1	0	0	1	32
8	0	0	7	0	1	32
10	0	0	2	0	1	32
0	0	0	0	0	0
