30
2
2

26 29
188 157

0 3 2 4 5 
1 3 2 6 14 
2 3 3 3 12 13 
3 3 3 7 20 24 
4 3 1 16 
5 3 3 8 10 24 
6 3 2 18 25 
7 3 3 11 21 23 
8 3 3 9 17 26 
9 3 2 13 14 
10 3 2 15 21 
11 3 2 26 29 
12 3 3 15 17 22 
13 3 1 19 
14 3 1 15 
15 3 1 29 
16 3 2 19 21 
17 3 1 23 
18 3 2 20 22 
19 3 2 20 23 
20 3 1 28 
21 3 3 25 26 29 
22 3 2 24 27 
23 3 2 25 27 
24 3 1 28 
25 3 1 28 
26 3 1 27 
27 3 0 
28 3 0 
29 3 0 

0 1 4 3 0 0 4 
0 2 8 0 6 4 0 
0 3 10 0 4 4 0 
1 1 6 7 0 7 0 
1 2 7 6 0 6 0 
1 3 7 7 0 5 0 
2 1 3 0 9 0 6 
2 2 8 0 6 3 0 
2 3 10 0 4 0 3 
3 1 1 7 0 9 0 
3 2 3 4 0 0 3 
3 3 9 3 0 0 3 
4 1 3 0 5 0 7 
4 2 6 0 5 5 0 
4 3 9 6 0 0 5 
5 1 1 0 4 9 0 
5 2 5 0 1 0 4 
5 3 8 7 0 7 0 
6 1 2 0 5 0 8 
6 2 5 7 0 5 0 
6 3 10 6 0 0 8 
7 1 3 3 0 0 9 
7 2 4 0 4 5 0 
7 3 10 0 1 0 8 
8 1 1 4 0 3 0 
8 2 3 0 2 2 0 
8 3 5 3 0 2 0 
9 1 1 9 0 4 0 
9 2 2 0 6 3 0 
9 3 8 8 0 0 4 
10 1 4 0 7 0 9 
10 2 6 1 0 5 0 
10 3 6 0 6 0 9 
11 1 6 8 0 9 0 
11 2 6 7 0 0 7 
11 3 8 0 9 10 0 
12 1 4 3 0 0 9 
12 2 7 0 6 0 7 
12 3 9 0 4 0 4 
13 1 4 0 10 6 0 
13 2 6 0 9 0 5 
13 3 10 9 0 0 4 
14 1 1 6 0 7 0 
14 2 4 5 0 0 9 
14 3 8 0 7 3 0 
15 1 2 9 0 0 8 
15 2 3 0 4 0 2 
15 3 7 5 0 7 0 
16 1 3 0 9 8 0 
16 2 7 9 0 8 0 
16 3 8 0 5 8 0 
17 1 4 7 0 7 0 
17 2 9 6 0 3 0 
17 3 10 3 0 0 6 
18 1 2 0 4 6 0 
18 2 2 8 0 0 2 
18 3 4 7 0 6 0 
19 1 6 6 0 0 6 
19 2 7 0 4 9 0 
19 3 9 0 3 7 0 
20 1 6 6 0 0 5 
20 2 7 0 1 0 3 
20 3 8 3 0 0 1 
21 1 2 7 0 9 0 
21 2 7 0 2 9 0 
21 3 8 2 0 8 0 
22 1 4 0 6 0 6 
22 2 4 0 6 5 0 
22 3 10 0 3 1 0 
23 1 3 0 8 10 0 
23 2 3 0 6 0 6 
23 3 10 0 2 0 6 
24 1 3 6 0 0 5 
24 2 7 4 0 9 0 
24 3 8 0 8 8 0 
25 1 3 0 5 0 7 
25 2 4 0 5 7 0 
25 3 8 3 0 0 7 
26 1 6 3 0 3 0 
26 2 7 0 3 3 0 
26 3 9 0 2 0 8 
27 1 4 0 4 0 7 
27 2 8 0 4 0 6 
27 3 8 3 0 7 0 
28 1 2 7 0 10 0 
28 2 4 0 6 5 0 
28 3 8 0 2 5 0 
29 1 1 6 0 9 0 
29 2 5 6 0 0 7 
29 3 9 0 8 0 3 

