35	4
5	5	5	5
0	0	0	0	0	3	2	3	4
5	1	0	0	0	3	5	6	7
9	1	0	0	0	2	11	12
3	1	2	0	0	3	8	9	10
5	0	4	2	0	1	11
6	2	1	2	0	1	11
1	3	2	2	0	1	16
4	0	0	0	3	1	13
8	0	1	1	0	1	13
1	3	2	0	0	1	13
4	1	2	0	0	4	14	15	16	17
2	0	4	2	4	4	14	15	16	17
2	0	1	1	0	1	19
5	3	3	0	0	1	18
6	0	2	0	1	1	18
3	0	0	0	1	2	18	19
3	0	0	0	3	2	18	19
8	1	0	0	2	2	21	22
6	0	2	0	1	2	20	24
8	0	3	1	3	1	22
7	0	0	2	0	1	25
1	0	1	1	2	1	25
2	0	2	1	2	1	26
4	3	0	0	0	1	26
5	0	3	0	2	2	27	28
3	3	0	1	2	2	29	32
6	0	0	0	0	1	31
5	1	0	2	0	1	30
2	2	0	3	1	1	30
2	0	0	0	1	1	35
9	0	0	3	2	3	32	33	34
2	0	0	0	2	1	35
6	0	0	1	3	1	34
4	0	0	2	2	1	35
0	0	0	0	0	0
