35 2 2
25 25
240 240

0	1	3	1	2	3
1	3	3	4	5	6
2	3	2	10	11
3	3	3	7	8	9
4	3	1	10
5	3	1	10
6	3	1	15
7	3	1	12
8	3	1	12
9	3	1	12
10	3	4	13	14	15	16
11	3	4	13	14	15	16
12	3	1	18
13	3	1	17
14	3	1	17
15	3	2	17	18
16	3	2	17	18
17	3	2	20	21
18	3	2	19	23
19	3	1	21
20	3	1	24
21	3	1	24
22	3	1	25
23	3	1	25
24	3	2	26	27
25	3	2	28	31
26	3	1	30
27	3	1	29
28	3	1	29
29	3	1	34
30	3	3	31	32	33
31	3	1	34
32	3	1	33
33	3	1	34
34	1	0

0	1	0	0	0	0	0
1	1	5	10	13	7	0
1	2	1	15	19	0	17
1	3	7	15	2	0	0
2	1	1	17	16	4	13
2	2	3	7	2	1	17
2	3	5	0	0	19	5
3	1	4	0	2	8	13
3	2	1	19	19	18	7
3	3	3	0	17	0	0
4	1	3	5	0	18	19
4	2	3	17	8	0	0
4	3	6	0	0	0	11
5	1	10	0	0	0	7
5	2	7	0	0	0	8
5	3	7	0	12	0	0
6	1	7	0	0	1	18
6	2	4	8	7	0	0
6	3	4	0	7	2	13
7	1	9	0	0	0	9
7	2	6	0	6	11	4
7	3	8	0	0	8	7
8	1	1	11	20	20	12
8	2	10	0	0	11	0
8	3	9	0	0	4	5
9	1	4	0	0	0	13
9	2	5	0	19	0	0
9	3	2	0	19	0	18
10	1	10	10	0	3	0
10	2	7	2	10	0	0
10	3	5	0	10	0	0
11	1	6	0	19	0	0
11	2	10	0	0	10	1
11	3	1	15	19	13	16
12	1	7	0	4	0	8
12	2	6	0	7	3	0
12	3	6	0	0	7	7
13	1	2	11	0	7	17
13	2	4	0	2	19	13
13	3	10	0	0	0	9
14	1	7	0	16	0	0
14	2	4	5	0	13	0
14	3	1	10	20	19	18
15	1	5	0	0	11	11
15	2	2	7	0	13	20
15	3	3	15	0	8	0
16	1	5	0	9	12	5
16	2	1	17	14	17	12
16	3	9	0	13	0	0
17	1	3	1	11	19	17
17	2	4	0	0	13	11
17	3	5	0	0	0	14
18	1	5	0	3	0	9
18	2	8	0	0	17	0
18	3	8	4	0	0	8
19	1	1	19	10	11	13
19	2	7	0	6	0	15
19	3	6	7	0	0	8
20	1	5	2	16	0	0
20	2	8	0	0	0	12
20	3	6	19	0	0	0
21	1	1	15	17	7	20
21	2	5	14	0	0	3
21	3	10	9	0	0	4
22	1	3	14	0	20	0
22	2	3	20	0	14	7
22	3	3	19	16	0	0
23	1	7	0	0	2	17
23	2	10	0	10	0	0
23	3	7	14	0	0	5
24	1	3	9	6	13	0
24	2	4	4	0	0	10
24	3	3	18	4	10	7
25	1	7	12	0	0	0
25	2	9	7	2	0	0
25	3	2	8	9	5	9
26	1	1	3	16	19	17
26	2	4	7	14	0	2
26	3	6	0	10	0	7
27	1	6	0	0	4	15
27	2	9	1	0	12	0
27	3	5	14	0	0	4
28	1	6	0	0	9	12
28	2	4	15	1	0	17
28	3	5	6	3	15	0
29	1	9	0	4	0	5
29	2	9	8	0	3	4
29	3	5	0	0	17	0
30	1	1	12	13	10	15
30	2	5	15	1	0	0
30	3	2	0	6	19	0
31	1	5	15	0	0	9
31	2	3	0	13	18	4
31	3	10	6	0	2	2
32	1	4	0	0	19	3
32	2	2	11	0	0	20
32	3	5	13	0	3	6
33	1	8	18	0	0	0
33	2	7	8	0	0	0
33	3	3	8	13	0	4
34	1	0	0	0	0	0
