122	4
13	13	13	12
0	0	0	0	0	3	2	3	4
1	0	0	3	0	3	5	6	29
5	0	0	1	0	1	25
3	4	0	0	0	2	7	62
1	9	0	0	0	1	8
4	0	0	0	10	3	11	28	30
7	0	0	0	8	3	9	14	19
4	0	0	0	5	3	10	12	15
9	0	0	7	0	3	16	75	83
1	0	0	10	0	3	13	18	22
3	0	0	0	8	3	54	100	101
2	0	0	10	0	2	37	69
9	0	0	0	3	3	20	21	31
5	0	0	7	0	3	23	32	38
2	6	0	0	0	1	26
5	0	0	0	2	2	17	27
1	0	0	0	4	3	24	47	60
2	0	4	0	0	1	31
2	0	0	0	7	3	42	55	82
3	0	0	0	6	1	43
8	2	0	0	0	1	96
7	0	0	9	0	3	57	86	114
8	4	0	0	0	2	35	96
6	0	6	0	0	2	40	80
4	0	10	0	0	1	31
6	0	0	0	10	3	45	70	112
5	0	0	10	0	2	36	73
10	0	0	10	0	1	110
7	5	0	0	0	1	74
8	0	1	0	0	2	34	85
8	8	0	0	0	2	52	53
5	0	0	3	0	3	33	39	49
4	0	0	0	9	1	41
7	0	5	0	0	3	59	63	94
2	0	0	7	0	1	44
6	0	0	0	7	2	76	91
7	0	0	0	6	1	50
10	8	0	0	0	2	51	115
6	0	0	9	0	2	90	93
8	0	0	4	0	1	64
7	0	0	7	0	2	66	104
8	0	7	0	0	2	46	81
6	0	0	0	4	3	48	56	57
9	0	6	0	0	3	79	97	119
7	5	0	0	0	1	87
9	0	0	0	2	1	120
1	0	8	0	0	1	51
10	0	0	0	6	1	54
8	4	0	0	0	1	111
5	0	8	0	0	1	105
7	0	0	0	2	1	107
4	0	0	5	0	1	58
1	9	0	0	0	1	78
9	0	0	0	4	2	60	61
4	0	0	0	8	3	67	68	72
4	0	0	0	7	1	103
2	0	0	0	9	1	91
4	10	0	0	0	1	102
1	0	0	0	3	1	79
6	0	0	0	5	1	74
4	0	0	8	0	2	65	71
2	0	0	0	2	1	82
4	0	3	0	0	2	104	118
1	0	0	0	3	1	89
5	6	0	0	0	1	106
6	0	2	0	0	1	111
5	0	0	4	0	1	87
6	0	10	0	0	2	85	108
10	0	4	0	0	1	84
9	0	0	1	0	1	81
4	0	10	0	0	3	77	92	98
1	0	6	0	0	1	84
7	0	0	5	0	1	86
2	0	0	6	0	2	95	121
8	0	8	0	0	1	111
10	0	2	0	0	1	87
3	0	5	0	0	1	81
4	0	7	0	0	2	107	113
8	0	0	5	0	1	107
10	3	0	0	0	1	93
5	0	0	0	5	1	99
2	0	3	0	0	1	90
8	7	0	0	0	1	106
6	0	0	7	0	1	88
7	0	0	0	2	1	95
5	0	0	0	9	2	102	117
4	5	0	0	0	1	88
10	0	9	0	0	1	108
8	6	0	0	0	2	105	108
8	0	0	3	0	1	101
2	0	0	8	0	1	109
1	0	0	0	7	1	113
2	0	0	0	10	1	115
3	0	0	0	6	1	104
6	0	0	9	0	1	103
7	0	4	0	0	1	109
3	0	0	9	0	1	120
5	0	0	0	6	1	102
8	0	0	0	2	1	116
2	0	0	5	0	1	103
5	1	0	0	0	1	112
4	0	10	0	0	1	119
2	1	0	0	0	1	117
2	0	0	8	0	1	105
4	5	0	0	0	1	114
8	0	9	0	0	2	115	119
7	0	9	0	0	1	110
8	0	0	8	0	1	114
7	0	4	0	0	1	113
7	0	0	0	1	1	112
6	0	0	4	0	1	121
10	0	0	1	0	1	118
2	0	0	0	4	1	116
2	0	0	0	2	1	116
6	0	0	0	7	1	117
9	8	0	0	0	1	121
10	0	1	0	0	1	118
3	1	0	0	0	1	120
3	0	0	0	2	1	122
5	0	0	0	2	1	122
8	0	0	0	4	1	122
0	0	0	0	0	0
