90
30
28      30      25      60      8       95      93      19      34      57
79      27      38      43      80      54      48      2       46      22
3       57      45      75      85      37      88      83      98      98
4       73      85      86      9       63      42      6       67      8
55      77      7       29      62      81      4       11      70      1
77      99      7       23      52      28      46      1       43      15
88      91      65      92      76      69      86      7       58      87
84      1       5       20      43      67      72      25      37      47
89      14      21      79      52      91      2       31      82      79
99      4       62      44      58      86      68      55      12      41
72      25      28      57      74      98      60      54      92      44
31      67      40      81      51      27      36      26      20      79
52      78      68      21      30      68      98      25      9       13
4       78      25      17      18      93      83      62      88      53
45      66      89      45      25      36      59      92      66      20
22      91      10      32      98      47      62      69      58      9
60      17      79      36      32      75      42      55      22      47
51      40      55      69      14      96      83      96      73      23
16      63      3       86      92      50      84      23      31      62
61      84      47      48      94      98      98      37      40      40
41      94      71      27      27      42      23      42      31      13
96      49      25      79      76      75      90      29      38      11
26      80      80      90      72      52      94      52      92      95
9       85      93      67      82      89      63      30      12      3
23      97      22      8       5       37      18      49      61      68
56      61      53      20      55      80      5       1       81      92
18      4       53      63      68      52      49      90      40      72
71      33      99      4       51      8       84      80      83      95
77      45      7       46      33      4       61      30      12      94
92      84      66      93      1       55      69      18      7       59
13      23      59      73      72      30      77      6       61      72
63      8       99      67      5       86      85      38      20      46
51      52      89      82      70      11      87      81      28      60
73      75      49      27      89      0       73      79      64      59
83      6       9       51      51      98      63      9       7       96
70      32      0       21      49      77      16      51      40      24
63      3       48      68      53      13      52      48      42      77
89      30      4       83      49      12      59      22      7       14
19      61      48      73      60      63      4       4       95      83
73      70      44      38      84      63      99      44      16      79
60      55      43      67      68      7       55      24      33      76
62      69      26      96      81      16      88      36      22      63
53      22      25      56      28      36      70      33      63      76
87      84      37      42      12      77      64      19      93      37
18      54      89      49      48      53      66      44      0       99
61      65      27      13      80      85      23      14      86      95
42      80      62      75      48      45      61      51      92      59
84      27      72      26      50      25      45      14      84      86
14      82      76      42      30      79      83      26      17      95
56      12      53      65      40      44      22      2       59      6
25      58      87      32      18      20      10      78      78      53
51      3       33      82      30      28      50      62      32      80
71      82      73      29      88      96      71      31      54      56
21      7       35      66      92      52      60      56      49      68
3       60      39      66      4       48      29      83      32      35
81      4       8       65      11      86      72      10      98      81
80      79      84      57      43      30      39      2       44      51
19      27      83      60      68      98      60      41      45      57
27      29      7       6       14      38      90      19      65      66
10      26      14      6       71      64      40      10      96      3
62      49      34      35      40      61      4       72      45      70
7       55      45      59      81      60      13      4       7       38
21      1       0       4       67      11      69      56      25      80
93      34      6       32      60      17      92      90      51      5
97      42      73      41      81      63      15      42      79      6
26      6       58      37      5       27      57      25      23      49
59      72      77      55      81      99      17      11      94      57
45      98      44      11      0       45      71      7       67      59
26      46      69      60      71      4       2       50      13      82
41      50      11      28      7       44      77      52      95      51
73      20      72      12      68      37      52      48      31      28
2       26      42      5       9       96      88      38      22      46
77      39      0       84      32      80      75      74      72      10
50      91      33      27      98      26      54      97      21      63
94      7       4       54      79      59      35      11      1       31
69      80      6       87      67      57      30      82      77      29
22      18      28      13      6       73      56      46      9       39
52      56      80      77      0       8       14      52      71      20
81      49      6       67      21      41      97      78      83      85
66      58      77      81      35      98      67      19      69      59
0       73      44      78      77      82      34      42      26      7
90      86      63      8       16      63      96      1       62      93
6       0       93      77      44      38      39      95      65      84
91      51      64      88      47      20      93      24      2       8
70      43      6       15      14      81      87      74      59      97
18      65      16      69      59      41      12      23      10      92
21      82      55      30      80      8       97      98      71      51
16      76      59      66      75      26      78      77      41      50
58      54      25      58      58      80      30      8       25      77
17      42      5       9       57      26      79      92      45      94
36      14      3       34      39      23      72      85      45      68
75      90      9       70      19      92      52      16      20      25
21      4       78      48      93      31      16      80      80      24
41      20      80      36      79      46      15      22      77      2
35      12      74      44      70      66      48      64      52      89
11      75      28      51      76      32      61      98      68      2
65      41      28      13      50      93      5       83      47      67
61      98      17      71      61      10      59      12      78      23
23      22      84      50      77      90      70      56      80      94
80      76      18      99      61      37      85      31      92      44
36      96      81      8       81      7       58      83      29      43
27      13      28      11      87      30      60      40      23      50
68      63      19      31      85      51      91      35      58      60
19      25      51      10      98      30      48      69      79      58
36      89      41      44      78      60      90      19      70      32
64      45      17      99      73      2       90      86      58      89
44      1       22      30      66      32      25      77      38      94
44      13      16      76      16      83      87      36      65      49
82      17      99      3       11      77      89      75      48      58
56      38      19      98      82      40      83      13      53      55
0       52      72      0       83      44      12      11      71      13
58      16      44      73      80      87      2       40      31      50
15      82      93      19      34      40      12      77      18      28
25      29      91      40      74      10      51      12      17      89
34      5       13      68      13      73      55      16      30      34
42      80      1       3       4       8       75      87      56      13
38      19      12      46      53      86      46      64      56      47
98      3       1       43      17      58      40      3       19      62
41      47      73      79      38      76      82      9       66      91
15      64      23      95      73      28      10      9       27      38
33      90      35      34      79      90      90      36      8       15
83      42      68      15      84      45      17      22      24      75
88      71      12      62      74      2       10      54      31      84
80      31      4       25      97      10      78      16      68      16
48      76      79      5       47      53      63      59      48      87
9       56      33      72      73      58      90      70      46      21
94      4       55      47      80      8       7       34      88      86
7       70      65      73      77      31      11      70      6       18
20      51      20      1       8       95      62      20      51      33
10      40      63      81      9       22      29      3       60      6
16      56      8       65      45      22      23      32      46      99
70      90      72      22      28      96      17      59      57      35
19      4       70      28      5       87      22      21      88      7
77      36      36      10      54      33      11      93      27      69
96      4       94      81      44      53      70      33      30      31
93      87      93      94      87      65      10      48      87      83
48      33      24      75      40      29      77      98      91      15
17      26      97      40      47      62      77      58      46      20
80      78      96      62      79      49      8       50      62      86
97      90      11      94      50      81      61      69      67      66
37      89      6       82      41      8       83      10      89      66
7       58      17      71      97      55      14      94      25      33
58      35      53      95      1       10      67      93      73      66
11      5       42      56      60      95      34      58      30      16
61      30      5       96      5       75      95      87      40      56
77      3       24      29      7       56      49      81      97      78
58      83      24      45      25      61      41      87      2       25
3       5       41      53      28      72      42      9       57      21
74      64      76      51      80      31      8       40      1       99
68      70      35      77      6       19      69      62      68      51
99      67      28      26      43      15      77      87      47      59
38      62      85      7       92      42      19      10      81      38
18      13      93      70      89      88      50      87      73      4
97      42      79      75      57      65      46      54      12      96
25      68      96      9       38      49      36      66      26      67
91      41      9       72      92      23      9       60      52      88
46      6       26      52      4       14      13      43      92      61
41      99      35      25      67      11      90      50      41      61
31      63      28      73      90      90      63      66      56      43
2       92      36      38      60      90      56      89      14      92
31      26      70      84      0       77      93      76      64      0
66      16      99      17      16      20      32      10      99      75
23      81      38      76      95      94      76      16      0       13
66      22      23      75      47      47      31      76      89      0
71      84      43      59      4       77      58      46      48      89
20      71      86      69      62      81      16      56      69      46
64      93      18      47      39      79      54      65      17      29
46      36      71      76      89      58      72      45      1       18
48      83      25      5       7       11      15      24      0       87
43      57      95      14      27      74      27      14      60      24
81      28      26      30      31      75      92      51      92      96
15      77      19      67      41      21      59      36      18      27
94      85      0       64      88      83      57      86      96      6
33      71      5       95      30      65      44      34      25      61
70      86      69      11      80      96      80      26      44      66
91      66      54      25      38      1       75      77      88      42
74      59      39      70      75      0       98      8       87      3
72      89      37      14      93      98      45      99      63      23
71      58      68      24      58      30      4       62      52      23
70      91      85      90      46      93      74      82      90      24
12      98      6       77      42      15      93      24      35      6
13      31      52      3       24      25      33      28      91      12
63      97      8       49      12      93      3       26      55      59
19      26      42      99      8       73      18      40      64      96
43      42      12      2       75      97      26      22      40      99
56      92      11      15      85      13      19      7       29      50
39      47      24      60      97      7       62      95      6       0
28      98      95      99      94      75      20      73      43      77
7       38      32      19      12      6       94      59      69      17
5       89      37      70      95      71      12      41      18      16
8       24      41      68      65      6       54      17      94      52
99      19      0       78      75      37      16      66      74      25
87      74      71      61      73      67      18      99      60      30
98      64      2       92      98      80      22      30      14      24
14      81      88      47      64      36      33      89      3       98
24      57      16      52      6       2       3       14      82      76
49      15      27      32      74      31      91      86      21      79
10      26      88      18      24      20      25      1       96      84
25      82      59      63      87      16      23      80      29      10
8       87      46      30      55      0       26      87      28      16
19      44      48      54      95      49      77      50      92      1
59      81      55      20      96      48      29      60      68      9
11      11      79      49      85      62      68      87      56      19
87      39      38      5       33      60      4       20      97      85
32      92      31      93      78      86      78      21      41      51
32      70      89      2       96      67      56      45      95      82
56      60      58      0       79      55      12      78      24      79
91      88      13      82      78      88      26      76      12      79
6       73      64      5       15      87      79      3       12      73
25      13      60      67      93      46      50      65      78      22
15      77      18      17      53      79      46      58      48      99
41      2       33      97      25      99      90      81      45      11
68      12      14      6       43      81      42      32      89      78
93      86      17      43      14      99      99      76      69      46
10      11      78      95      95      12      29      49      82      92
